trace_ghistoryBits,pcIndexBits,trainingThresholdBits,weightsBits,size,mis_prediction_rate,better_than_tournament
fp_1.bz2,39,7,5,7,40960,0.841,1
fp_2.bz2,39,7,5,7,40960,0.971,1
int_1.bz2,39,7,5,7,40960,9.148,1
int_2.bz2,39,7,5,7,40960,0.336,1
mm_1.bz2,39,7,5,8,46080,1.719,1
mm_2.bz2,39,7,5,8,46080,8.439,1
fp_1.bz2,39,7,5,8,46080,0.841,1
fp_2.bz2,39,7,5,8,46080,0.971,1
int_1.bz2,39,7,5,8,46080,9.024,1
int_2.bz2,39,7,5,8,46080,0.336,1
mm_1.bz2,39,7,5,9,51200,1.719,1
mm_2.bz2,39,7,5,9,51200,8.439,1
fp_1.bz2,39,7,5,9,51200,0.841,1
fp_2.bz2,39,7,5,9,51200,0.971,1
int_1.bz2,39,7,5,9,51200,9.013,1
int_2.bz2,39,7,5,9,51200,0.336,1
mm_1.bz2,39,7,5,10,56320,1.719,1
mm_2.bz2,39,7,5,10,56320,8.439,1
fp_1.bz2,39,7,5,10,56320,0.841,1
fp_2.bz2,39,7,5,10,56320,0.971,1
int_1.bz2,39,7,5,10,56320,9.013,1
int_2.bz2,39,7,5,10,56320,0.336,1
mm_1.bz2,39,7,5,11,61440,1.719,1
mm_2.bz2,39,7,5,11,61440,8.439,1
fp_1.bz2,39,7,5,11,61440,0.841,1
fp_2.bz2,39,7,5,11,61440,0.971,1
int_1.bz2,39,7,5,11,61440,9.013,1
int_2.bz2,39,7,5,11,61440,0.336,1
mm_1.bz2,39,7,6,6,35840,2.512,1
mm_2.bz2,39,7,6,6,35840,9.001,0
mm_1.bz2,39,7,6,7,40960,1.841,1
mm_2.bz2,39,7,6,7,40960,8.848,0
mm_1.bz2,39,7,6,8,46080,1.749,1
mm_2.bz2,39,7,6,8,46080,8.848,0
mm_1.bz2,39,7,6,9,51200,1.747,1
mm_2.bz2,39,7,6,9,51200,8.848,0
mm_1.bz2,39,7,6,10,56320,1.747,1
mm_2.bz2,39,7,6,10,56320,8.848,0
mm_1.bz2,39,7,6,11,61440,1.747,1
mm_2.bz2,39,7,6,11,61440,8.848,0
mm_1.bz2,40,6,4,6,18368,2.119,1
mm_2.bz2,40,6,4,6,18368,10.045,0
mm_1.bz2,40,6,4,7,20992,1.941,1
mm_2.bz2,40,6,4,7,20992,10.050,0
mm_1.bz2,40,6,4,8,23616,1.934,1
mm_2.bz2,40,6,4,8,23616,10.050,0
mm_1.bz2,40,6,4,9,26240,1.934,1
mm_2.bz2,40,6,4,9,26240,10.050,0
mm_1.bz2,40,6,4,10,28864,1.934,1
mm_2.bz2,40,6,4,10,28864,10.050,0
mm_1.bz2,40,6,4,11,31488,1.934,1
mm_2.bz2,40,6,4,11,31488,10.050,0
mm_1.bz2,40,6,4,12,34112,1.934,1
mm_2.bz2,40,6,4,12,34112,10.050,0
mm_1.bz2,40,6,5,6,18368,2.169,1
mm_2.bz2,40,6,5,6,18368,10.192,0
mm_1.bz2,40,6,5,7,20992,1.796,1
mm_2.bz2,40,6,5,7,20992,10.181,0
mm_1.bz2,40,6,5,8,23616,1.732,1
mm_2.bz2,40,6,5,8,23616,10.181,0
mm_1.bz2,40,6,5,9,26240,1.732,1
mm_2.bz2,40,6,5,9,26240,10.181,0
mm_1.bz2,40,6,5,10,28864,1.732,1
mm_2.bz2,40,6,5,10,28864,10.181,0
mm_1.bz2,40,6,5,11,31488,1.732,1
mm_2.bz2,40,6,5,11,31488,10.181,0
mm_1.bz2,40,6,5,12,34112,1.732,1
mm_2.bz2,40,6,5,12,34112,10.181,0
mm_1.bz2,40,6,6,6,18368,3.086,0
mm_1.bz2,40,6,6,7,20992,2.019,1
mm_2.bz2,40,6,6,7,20992,10.789,0
mm_1.bz2,40,6,6,8,23616,1.748,1
mm_2.bz2,40,6,6,8,23616,10.786,0
mm_1.bz2,40,6,6,9,26240,1.750,1
mm_2.bz2,40,6,6,9,26240,10.786,0
mm_1.bz2,40,6,6,10,28864,1.750,1
mm_2.bz2,40,6,6,10,28864,10.786,0
mm_1.bz2,40,6,6,11,31488,1.750,1
